Payment_ID,Tenant_ID,Unit_ID,Ledger_Year,Month_Number,Month_Name,Due_Date,Prior_2022_Balance,Amount_Due,Amount_Paid,Past_Due_Balance,Payment_Date,Days_Past_Due,Is_Late_After_Grace,Payment_Status
PAY-TEN-BLDG_01-2A-013-07,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,7,July,01/07/2023,0,2323.13,2323.13,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-08,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,8,August,01/08/2023,0,2323.13,2323.13,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-09,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,9,September,01/09/2023,0,2323.13,2323.13,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-10,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,10,October,01/10/2023,0,2323.13,2323.13,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-11,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,11,November,01/11/2023,0,2323.13,2323.13,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-12,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,12,December,01/12/2023,0,2323.13,2323.13,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-01,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,1,January,01/01/2023,0,687.06,687.06,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-02,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,2,February,01/02/2023,0,687.06,687.06,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-03,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,3,March,01/03/2023,0,687.06,687.06,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-04,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,4,April,01/04/2023,0,687.06,687.06,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-05,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,5,May,01/05/2023,0,687.06,687.06,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-06,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,6,June,01/06/2023,0,687.06,687.06,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-07,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,7,July,01/07/2023,0,687.06,687.06,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-08,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,8,August,01/08/2023,0,687.06,687.06,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-09,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,9,September,01/09/2023,0,687.06,687.06,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-10,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,10,October,01/10/2023,0,687.06,687.06,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-11,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,11,November,01/11/2023,0,687.06,687.06,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2B-014-12,TEN-BLDG_01-2B-014,BLDG_01-2B,2023,12,December,01/12/2023,0,687.06,687.06,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-01,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,1,January,01/01/2023,0,2044.99,2044.99,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-02,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,2,February,01/02/2023,0,2044.99,2044.99,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-03,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,3,March,01/03/2023,0,2044.99,2044.99,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-04,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,4,April,01/04/2023,0,2044.99,2044.99,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-05,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,5,May,01/05/2023,0,2044.99,2044.99,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-06,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,6,June,01/06/2023,0,2044.99,2044.99,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-07,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,7,July,01/07/2023,0,2044.99,2044.99,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-08,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,8,August,01/08/2023,0,2044.99,2044.99,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-09,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,9,September,01/09/2023,0,2044.99,2044.99,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-10,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,10,October,01/10/2023,0,2044.99,2044.99,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-11,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,11,November,01/11/2023,0,2044.99,2500,-455.01,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2C-015-12,TEN-BLDG_01-2C-015,BLDG_01-2C,2023,12,December,01/12/2023,0,2044.99,2044.99,-455.01,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-01,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,1,January,01/01/2023,0,1935.93,1935.93,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-02,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,2,February,01/02/2023,0,1935.93,1935.93,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-03,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,3,March,01/03/2023,0,1935.93,1935.93,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-04,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,4,April,01/04/2023,0,1935.93,1935.93,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-05,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,5,May,01/05/2023,0,1935.93,1935.93,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-06,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,6,June,01/06/2023,0,1935.93,1935.93,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-07,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,7,July,01/07/2023,0,1935.93,1935.93,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-08,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,8,August,01/08/2023,0,1935.93,1935.93,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-09,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,9,September,01/09/2023,0,1935.93,1935.93,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-10,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,10,October,01/10/2023,0,1935.93,1935.93,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-11,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,11,November,01/11/2023,0,1935.93,1935.93,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2D-016-12,TEN-BLDG_01-2D-016,BLDG_01-2D,2023,12,December,01/12/2023,0,1935.93,1935.93,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-01,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,1,January,01/01/2023,0,2159.68,2159.68,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-02,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,2,February,01/02/2023,0,2159.68,2159.68,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-03,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,3,March,01/03/2023,0,2159.68,2159.68,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-04,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,4,April,01/04/2023,0,2159.68,2159.68,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-05,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,5,May,01/05/2023,0,2159.68,2159.68,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-06,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,6,June,01/06/2023,0,2159.68,2159.68,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-07,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,7,July,01/07/2023,0,2159.68,2159.68,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-08,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,8,August,01/08/2023,0,2159.68,2159.68,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-09,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,9,September,01/09/2023,0,2159.68,2159.68,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-10,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,10,October,01/10/2023,0,2159.68,2159.68,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-11,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,11,November,01/11/2023,0,2159.68,2159.68,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2E-017-12,TEN-BLDG_01-2E-017,BLDG_01-2E,2023,12,December,01/12/2023,0,2159.68,2159.68,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-01,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,1,January,01/01/2023,0,1512.67,1512.67,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-02,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,2,February,01/02/2023,0,1512.67,1512.67,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-03,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,3,March,01/03/2023,0,1512.67,1512.67,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-04,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,4,April,01/04/2023,0,1512.67,1512.67,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-05,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,5,May,01/05/2023,0,1512.67,1512.67,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-06,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,6,June,01/06/2023,0,1512.67,1512.67,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-07,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,7,July,01/07/2023,0,1512.67,1512.67,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-08,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,8,August,01/08/2023,0,1512.67,1512.67,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-09,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,9,September,01/09/2023,0,1512.67,1512.67,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-10,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,10,October,01/10/2023,0,1512.67,1512.67,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-11,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,11,November,01/11/2023,0,1512.67,1512.67,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2F-018-12,TEN-BLDG_01-2F-018,BLDG_01-2F,2023,12,December,01/12/2023,0,1512.67,1512.67,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-01,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,1,January,01/01/2023,0,837.84,837.84,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-02,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,2,February,01/02/2023,0,837.84,837.84,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-03,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,3,March,01/03/2023,0,837.84,837.84,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-04,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,4,April,01/04/2023,0,837.84,837.84,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-05,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,5,May,01/05/2023,0,837.84,837.84,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-06,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,6,June,01/06/2023,0,837.84,837.84,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-07,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,7,July,01/07/2023,0,837.84,837.84,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-08,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,8,August,01/08/2023,0,837.84,837.84,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-09,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,9,September,01/09/2023,0,837.84,837.84,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-10,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,10,October,01/10/2023,0,837.84,837.84,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-11,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,11,November,01/11/2023,0,837.84,837.84,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2G-019-12,TEN-BLDG_01-2G-019,BLDG_01-2G,2023,12,December,01/12/2023,0,837.84,837.84,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-01,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,1,January,01/01/2023,0,2152.5,2152.5,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-02,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,2,February,01/02/2023,0,2152.5,2152.5,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-03,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,3,March,01/03/2023,0,2152.5,2152.5,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-04,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,4,April,01/04/2023,0,2152.5,2152.5,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-05,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,5,May,01/05/2023,0,2152.5,2152.5,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-06,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,6,June,01/06/2023,0,2152.5,2152.5,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-07,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,7,July,01/07/2023,0,2152.5,2152.5,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-08,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,8,August,01/08/2023,0,2152.5,2152.5,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-09,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,9,September,01/09/2023,0,2152.5,2152.5,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-10,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,10,October,01/10/2023,0,2152.5,2152.5,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-11,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,11,November,01/11/2023,0,2152.5,2152.5,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2H-020-12,TEN-BLDG_01-2H-020,BLDG_01-2H,2023,12,December,01/12/2023,0,2152.5,2152.5,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-01,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,1,January,01/01/2023,0,3544.64,3544.64,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-02,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,2,February,01/02/2023,0,3544.64,3544.64,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-03,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,3,March,01/03/2023,0,3544.64,3544.64,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-04,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,4,April,01/04/2023,0,3544.64,3544.64,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-05,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,5,May,01/05/2023,0,3544.64,3544.64,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-06,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,6,June,01/06/2023,0,3544.64,3544.64,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-07,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,7,July,01/07/2023,0,3544.64,3544.64,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-11,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,11,November,01/11/2023,0,3544.64,3544.64,10633.92,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-12,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,12,December,01/12/2023,0,3544.64,3544.64,10633.92,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2J-021-08,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,8,August,01/08/2023,0,3544.64,0,3544.64,,33,1,No Payment
PAY-TEN-BLDG_01-2J-021-09,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,9,September,01/09/2023,0,3544.64,0,7089.28,,63,1,No Payment
PAY-TEN-BLDG_01-2J-021-10,TEN-BLDG_01-2J-021,BLDG_01-2J,2023,10,October,01/10/2023,0,3544.64,0,10633.92,,94,1,No Payment
PAY-TEN-BLDG_01-2K-022-01,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,1,January,01/01/2023,0,1781.06,1781.06,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-02,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,2,February,01/02/2023,0,1781.06,1781.06,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-03,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,3,March,01/03/2023,0,1781.06,1781.06,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-04,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,4,April,01/04/2023,0,1781.06,1781.06,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-05,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,5,May,01/05/2023,0,1781.06,1781.06,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-06,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,6,June,01/06/2023,0,1781.06,1781.06,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-07,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,7,July,01/07/2023,0,1781.06,1781.06,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-08,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,8,August,01/08/2023,0,1781.06,1781.06,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-09,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,9,September,01/09/2023,0,1781.06,1781.06,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-10,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,10,October,01/10/2023,0,1781.06,1781.06,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-11,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,11,November,01/11/2023,0,1781.06,1781.06,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2K-022-12,TEN-BLDG_01-2K-022,BLDG_01-2K,2023,12,December,01/12/2023,0,1781.06,1781.06,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-01,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,1,January,01/01/2023,0,1269.94,1269.94,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-02,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,2,February,01/02/2023,0,1269.94,1269.94,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-03,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,3,March,01/03/2023,0,1269.94,1269.94,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-04,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,4,April,01/04/2023,0,1269.94,1269.94,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-05,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,5,May,01/05/2023,0,1269.94,1269.94,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-06,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,6,June,01/06/2023,0,1269.94,1269.94,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-07,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,7,July,01/07/2023,0,1269.94,1269.94,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-08,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,8,August,01/08/2023,0,1269.94,1269.94,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-09,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,9,September,01/09/2023,0,1269.94,1269.94,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-10,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,10,October,01/10/2023,0,1269.94,1269.94,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-11,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,11,November,01/11/2023,0,1269.94,1269.94,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2L-023-12,TEN-BLDG_01-2L-023,BLDG_01-2L,2023,12,December,01/12/2023,0,1269.94,1269.94,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-01,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,1,January,01/01/2023,0,3554.1,3554.1,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-02,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,2,February,01/02/2023,0,3554.1,3554.1,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-03,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,3,March,01/03/2023,0,3554.1,3554.1,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-04,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,4,April,01/04/2023,0,3554.1,3554.1,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-05,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,5,May,01/05/2023,0,3554.1,3554.1,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-06,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,6,June,01/06/2023,0,3554.1,3554.1,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-07,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,7,July,01/07/2023,0,3554.1,3554.1,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-08,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,8,August,01/08/2023,0,3554.1,3554.1,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-09,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,9,September,01/09/2023,0,3554.1,3554.1,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-10,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,10,October,01/10/2023,0,3554.1,3554.1,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-11,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,11,November,01/11/2023,0,3554.1,3554.1,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-2M-024-12,TEN-BLDG_01-2M-024,BLDG_01-2M,2023,12,December,01/12/2023,0,3554.1,3554.1,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-01,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,1,January,01/01/2023,0,1989.75,1989.75,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-02,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,2,February,01/02/2023,0,1989.75,1989.75,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-03,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,3,March,01/03/2023,0,1989.75,1989.75,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-04,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,4,April,01/04/2023,0,1989.75,1989.75,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-05,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,5,May,01/05/2023,0,1989.75,1989.75,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-06,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,6,June,01/06/2023,0,1989.75,1989.75,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-07,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,7,July,01/07/2023,0,1989.75,1989.75,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-08,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,8,August,01/08/2023,0,1989.75,1989.75,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-09,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,9,September,01/09/2023,0,1989.75,1989.75,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-10,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,10,October,01/10/2023,0,1989.75,1989.75,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-11,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,11,November,01/11/2023,0,1989.75,1989.75,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-3A-025-12,TEN-BLDG_01-3A-025,BLDG_01-3A,2023,12,December,01/12/2023,0,1989.75,1989.75,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-3B-026-01,TEN-BLDG_01-3B-026,BLDG_01-3B,2023,1,January,01/01/2023,0,3554.1,3554.1,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-3B-026-02,TEN-BLDG_01-3B-026,BLDG_01-3B,2023,2,February,01/02/2023,0,3554.1,3554.1,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-3B-026-03,TEN-BLDG_01-3B-026,BLDG_01-3B,2023,3,March,01/03/2023,0,3554.1,3554.1,0,03/03/2023,2,0,Paid
